id,event_id,log_name,source,message,timestamp,category,severity,description,recommended_action
55591,2,System,Microsoft-Windows-IsolatedUserMode,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.,2026-01-18T20:17:37,,,,
55592,5,System,Microsoft-Windows-IsolatedUserMode,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.,2026-01-18T20:17:37,,,,
55593,17,System,TPM,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.,2026-01-18T20:17:43,,,,
55594,17,System,TPM,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.,2026-01-18T20:17:43,,,,
55595,17,System,TPM,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.,2026-01-18T20:17:43,,,,
55596,16,System,Microsoft-Windows-Kernel-General,The access history in hive \??\C:\Users\rishi\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 6 keys and creating 1 modified pages.,2026-01-18T20:18:56,,,,
55597,16,System,Microsoft-Windows-Kernel-General,The access history in hive \??\C:\Users\rishi\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 9 keys and creating 1 modified pages.,2026-01-18T20:18:56,,,,
55598,16,System,Microsoft-Windows-Kernel-General,The access history in hive \??\C:\Users\rishi\AppData\Local\Packages\Clipchamp.Clipchamp_yxz26nhyzhsrt\SystemAppData\Helium\User.dat was cleared updating 3 keys and creating 1 modified pages.,2026-01-18T20:18:58,,,,
55599,16,System,Microsoft-Windows-Kernel-General,The access history in hive \??\C:\Users\rishi\AppData\Local\Packages\Clipchamp.Clipchamp_yxz26nhyzhsrt\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages.,2026-01-18T20:18:58,,,,
55600,16,System,Microsoft-Windows-Kernel-General,The access history in hive \??\C:\ProgramData\Packages\Clipchamp.Clipchamp_yxz26nhyzhsrt\S-1-5-21-2141169005-145380921-2240613088-1001\SystemAppData\Helium\Cache\8a36d45eb03f502f_COM15.dat was cleared updating 1 keys and creating 1 modified pages.,2026-01-18T20:18:58,,,,
55601,7040,System,Service Control Manager,The start type of the Windows Modules Installer service was changed from demand start to auto start.,2026-01-18T20:38:46,,,,
55602,158,System,Microsoft-Windows-Time-Service,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.,2026-01-18T20:39:13,,,,
55603,37,System,Microsoft-Windows-Time-Service,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->20.101.57.9:123).",2026-01-18T20:39:13,,,,
55604,7040,System,Service Control Manager,The start type of the Windows Modules Installer service was changed from auto start to demand start.,2026-01-18T20:39:44,,,,
55605,44,System,Microsoft-Windows-WindowsUpdateClient,Windows Update started downloading an update.,2026-01-18T20:39:49,,,,
55606,10016,System,Microsoft-Windows-DistributedCOM,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user RishithLaptop\rishi SID (S-1-5-21-2141169005-145380921-2240613088-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.",2026-01-18T20:40:08,COM / Permissions,Medium,DCOM permission issue detected.,
55607,16,System,Microsoft-Windows-Kernel-General,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\DTSInc.DTSSoundUnbound_2026.1.1.0_x64__t5j2fzbtdg37r\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.,2026-01-18T20:40:32,,,,
55608,43,System,Microsoft-Windows-WindowsUpdateClient,Installation Started: Windows has started installing the following update: 9PJ0NKL8MCSJ-DTSInc.DTSSoundUnbound,2026-01-18T20:40:33,,,,
55609,19,System,Microsoft-Windows-WindowsUpdateClient,Installation Successful: Windows successfully installed the following update: 9PJ0NKL8MCSJ-DTSInc.DTSSoundUnbound,2026-01-18T20:40:33,,,,
55610,158,System,Microsoft-Windows-Time-Service,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.,2026-01-18T20:56:33,,,,
55611,7040,System,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.,2026-01-18T21:08:39,,,,
55612,7040,System,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.,2026-01-18T21:10:43,,,,
55613,566,System,Microsoft-Windows-Kernel-Power,"The system session has transitioned from 4 to 5.

Reason SessionUnlock 

BootId: 388",2026-01-18T21:11:21,,,,
55614,506,System,Microsoft-Windows-Kernel-Power,"The system is entering Modern Standby 

Reason: Idle Timeout.",2026-01-18T21:11:21,,,,
55615,566,System,Microsoft-Windows-Kernel-Power,"The system session has transitioned from 5 to 6.

Reason SessionUnlock 

BootId: 388",2026-01-18T21:11:39,,,,
55616,196,System,Microsoft-Windows-USB-USBHUB3,"USB device draining system power when system is idle.             
             
USB Device: VID: 0x45E PID: 0x28E REV: 0x4010             
Removal action failed: SkippedAsRecentIoObservered",2026-01-18T21:12:36,,,,
55617,196,System,Microsoft-Windows-USB-USBHUB3,"USB device draining system power when system is idle.             
             
USB Device: VID: 0x45E PID: 0x28E REV: 0x4010             
Removal action failed: SkippedAsPersistentIoObserved",2026-01-18T21:13:11,,,,
55618,158,System,Microsoft-Windows-Time-Service,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.,2026-01-18T21:13:37,,,,
55619,196,System,Microsoft-Windows-USB-USBHUB3,"USB device draining system power when system is idle.             
             
USB Device: VID: 0x45E PID: 0x28E REV: 0x4010             
Removal action failed: SkippedAsPersistentIoObserved",2026-01-18T21:13:46,,,,
55620,196,System,Microsoft-Windows-USB-USBHUB3,"USB device draining system power when system is idle.             
             
USB Device: VID: 0x45E PID: 0x28E REV: 0x4010             
Removal action failed: SkippedAsRecentIoObservered",2026-01-18T21:18:07,,,,
55621,507,System,Microsoft-Windows-Kernel-Power,"The system is exiting Modern Standby 

Reason: Input Keyboard.",2026-01-18T21:18:11,,,,
55622,566,System,Microsoft-Windows-Kernel-Power,"The system session has transitioned from 6 to 7.

Reason InputAccelerometer 

BootId: 388",2026-01-18T21:18:11,,,,
55623,158,System,Microsoft-Windows-Time-Service,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.,2026-01-18T21:30:41,,,,
55624,7040,System,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.,2026-01-18T21:42:39,,,,
55625,7040,System,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.,2026-01-18T21:44:44,,,,
55626,158,System,Microsoft-Windows-Time-Service,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.,2026-01-18T21:47:45,,,,
55627,12,System,Microsoft-Windows-Kernel-General,The operating system started at system time ?2026?-?01?-?19T16:08:28.500000000Z.,2026-01-19T21:38:28,,,,
55628,153,System,Microsoft-Windows-Kernel-Boot,"Virtualization-based security (policies: VBS Enabled,VSM Required,Hvci,Boot Chain Signer Soft Enforced) is enabled due to VBS registry configuration.",2026-01-19T21:38:28,,,,
55629,29,System,Microsoft-Windows-Kernel-Boot,Windows failed fast startup with error status 0xC00000D4.,2026-01-19T21:38:28,,,,
55630,18,System,Microsoft-Windows-Kernel-Boot,There are 0x1 boot options on this system.,2026-01-19T21:38:28,,,,
55631,32,System,Microsoft-Windows-Kernel-Boot,The bootmgr spent 0 ms waiting for user input.,2026-01-19T21:38:28,,,,
55632,18,System,Microsoft-Windows-Kernel-Boot,There are 0x1 boot options on this system.,2026-01-19T21:38:28,,,,
55633,32,System,Microsoft-Windows-Kernel-Boot,The bootmgr spent 0 ms waiting for user input.,2026-01-19T21:38:28,,,,
55634,20,System,Microsoft-Windows-Kernel-Boot,The last shutdown's success status was true. The last boot's success status was true.,2026-01-19T21:38:28,Windows Update,High,Windows update installation failed.,
55635,238,System,Microsoft-Windows-Kernel-Boot,EFI time zone bias: -330. Daylight flags: 0. Firmware time: ?2026?-?01?-?19T16:08:27.000000000Z.,2026-01-19T21:38:28,,,,
55636,25,System,Microsoft-Windows-Kernel-Boot,The boot menu policy was 0x1.,2026-01-19T21:38:28,Windows Update,Info,Windows update installed successfully.,
55637,27,System,Microsoft-Windows-Kernel-Boot,The boot type was 0x0.,2026-01-19T21:38:28,,,,
55638,30,System,Microsoft-Windows-Kernel-Boot,The firmware reported boot metrics.,2026-01-19T21:38:28,,,,
55639,1,System,Microsoft-Windows-Hyper-V-Hypervisor,Hypervisor successfully started.,2026-01-19T21:38:28,,,,
55640,2,System,Microsoft-Windows-Hyper-V-Hypervisor,Hypervisor scheduler type is 0x4.,2026-01-19T21:38:28,,,,
55641,129,System,Microsoft-Windows-Hyper-V-Hypervisor,"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x34A
Internal information: 0x0
Problems: 0x0
Additional information: 0x0",2026-01-19T21:38:28,,,,
55642,156,System,Microsoft-Windows-Hyper-V-Hypervisor,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: false
Processor family not affected: false
Processor supports cache flush: false
HyperThreading enabled: true
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
",2026-01-19T21:38:28,,,,
55643,165,System,Microsoft-Windows-Hyper-V-Hypervisor,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: false
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: false
",2026-01-19T21:38:28,,,,
55644,6008,System,EventLog,The previous system shutdown at 23:18:49 on ?18/?01/?2026 was unexpected.,2026-01-19T21:38:44,Unexpected Shutdown,Critical,Previous system shutdown was unexpected.,Analyze crash logs
55645,6009,System,EventLog,Microsoft (R) Windows (R) 10.00. 22631  Multiprocessor Free.,2026-01-19T21:38:44,,,,
55646,6005,System,EventLog,The Event log service was started.,2026-01-19T21:38:44,Boot & Power,Info,The Event Log service was started (system boot).,
55647,3,System,Microsoft-Windows-IsolatedUserMode,"Secure Kernel started with status STATUS_SUCCESS and flags HvciEnabled,HvciStrictMode.",2026-01-19T21:38:28,,,,
55648,20,System,Microsoft-Windows-Kernel-General,"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0",2026-01-19T21:38:28,Windows Update,High,Windows update installation failed.,
55649,6013,System,EventLog,The system uptime is 15 seconds.,2026-01-19T21:38:44,,,,
55650,16,System,Microsoft-Windows-HAL,The iommu fault reporting has been initialized.,2026-01-19T21:38:28,,,,
55651,6,System,Microsoft-Windows-FilterManager,"File System Filter 'FileInfo' (10.0, ?2079?-?02?-?27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager.",2026-01-19T21:38:29,,,,
55652,6,System,Microsoft-Windows-FilterManager,"File System Filter 'Wof' (10.0, ?2024?-?12?-?13T12:00:03.000000000Z) has successfully loaded and registered with Filter Manager.",2026-01-19T21:38:29,,,,
55653,6,System,Microsoft-Windows-FilterManager,"File System Filter 'WdFilter' (10.0, ?2002?-?03?-?11T11:03:07.000000000Z) has successfully loaded and registered with Filter Manager.",2026-01-19T21:38:29,,,,
55654,98,System,Microsoft-Windows-Ntfs,Volume D: (\Device\HarddiskVolume5) is healthy.  No action is needed.,2026-01-19T21:38:29,Volume Shadow Copy,High,Volume Shadow Copy Service encountered errors.,
55655,98,System,Microsoft-Windows-Ntfs,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.,2026-01-19T21:38:32,Volume Shadow Copy,High,Volume Shadow Copy Service encountered errors.,
55656,6,System,Microsoft-Windows-FilterManager,"File System Filter 'FileCrypt' (10.0, ?1983?-?08?-?19T08:28:35.000000000Z) has successfully loaded and registered with Filter Manager.",2026-01-19T21:38:32,,,,
55657,6,System,Microsoft-Windows-FilterManager,"File System Filter 'UCPD' (10.0, ?1979?-?01?-?22T04:31:06.000000000Z) has successfully loaded and registered with Filter Manager.",2026-01-19T21:38:32,,,,
55658,7036,System,VfpExt,The  service entered the Driver load start state.,2026-01-19T21:38:32,,,,
55659,7036,System,VfpExt,The  service entered the Driver load complete state.,2026-01-19T21:38:32,,,,
55660,6,System,Microsoft-Windows-FilterManager,"File System Filter 'npsvctrig' (10.0, ?1979?-?12?-?19T21:42:41.000000000Z) has successfully loaded and registered with Filter Manager.",2026-01-19T21:38:32,,,,
55661,125,System,Microsoft-Windows-Kernel-Power,"ACPI thermal zone \_TZ.THRM has been enumerated.             
_PSV = 378K             
_TC1 = 2             
_TC2 = 3             
_TSP = 3000ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 528K             
_HOT = 388K             
minimum throttle = 0             
_CR3 = 0K",2026-01-19T21:38:32,,,,
55662,125,System,Microsoft-Windows-Kernel-Power,"ACPI thermal zone \_TZ.TZ01 has been enumerated.             
_PSV = 0K             
_TC1 = 1             
_TC2 = 2             
_TSP = 2000ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 383K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K",2026-01-19T21:38:32,,,,
55663,41,System,Microsoft-Windows-Kernel-Power,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",2026-01-19T21:38:32,Boot & Power,Critical,System rebooted without a clean shutdown.,
55664,98,System,Microsoft-Windows-Ntfs,Volume \\?\Volume{54719ad5-9f0c-4a4a-ac0f-e4e6b6145eac} (\Device\HarddiskVolume4) is healthy.  No action is needed.,2026-01-19T21:38:33,Volume Shadow Copy,High,Volume Shadow Copy Service encountered errors.,
55665,24,System,Microsoft-Windows-Kernel-General,The time zone information was refreshed with exit reason 0. Current time zone bias is -330.,2026-01-19T21:38:34,Windows Update,Medium,Windows update was rolled back.,
55666,55,System,Microsoft-Windows-Kernel-Processor-Power,"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (LPI) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 3801
Maximum performance percentage: 135
Minimum performance percentage: 28
Minimum throttle percentage: 11",2026-01-19T21:38:35,File System Corruption,Critical,The file system structure on the disk is corrupt.,Run chkdsk and escalate
55667,55,System,Microsoft-Windows-Kernel-Processor-Power,"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (LPI) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 3801
Maximum performance percentage: 135
Minimum performance percentage: 28
Minimum throttle percentage: 11",2026-01-19T21:38:35,File System Corruption,Critical,The file system structure on the disk is corrupt.,Run chkdsk and escalate
